Experiment:, 40%_SOC
Start date:, Friday, June 21, 2024
Start time:, 5:58:29 AM +02:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), Frequency (Hz), V' (V), V'' (V), A' (A), A'' (A), Z' (Ohm), Z'' (Ohm), | Z | (Ohm), Phase (Deg), V Range (), I Range ()
1, 1.075238, 0.08198389, , 0.08198389, 10000, -0.0002464414, 0.0005683831, 0.1315201, 0.1479354, 0.001318755, 0.002838293, 0.0031297, 65.07903, 1, 1
1, 1.075238, 0.08198389, , 0.08198389, 7943.282, 0.0005394152, -6.929996e-05, 0.09599914, -0.1746647, 0.001608305, 0.002204334, 0.002728688, 53.88511, 1, 1
1, 1.075238, 0.08198389, , 0.08198389, 6309.573, -0.0001759851, -0.0004631242, -0.1812775, -0.08396184, 0.001773614, 0.001733301, 0.002479927, 44.34139, 1, 1
1, 1.075238, 0.08198389, , 0.08198389, 5011.872, -0.0003849618, -0.000257469, -0.1997405, 0.009189202, 0.001864062, 0.001374775, 0.002316189, 36.40935, 1, 1
2, 1.080381, -0.004285458, , 0.07769843, 3981.071, 0.0002033042, 0.0003932413, 0.1678641, 0.1089386, 0.001921956, 0.001095327, 0.002212161, 29.6789, 1, 1
2, 1.080381, -0.004285458, , 0.07769843, 3162.277, -0.0003280365, 0.0002771336, -0.08736864, 0.1801474, 0.001960393, 0.0008701745, 0.002144841, 23.93537, 1, 1
2, 1.080381, -0.004285458, , 0.07769843, 2511.886, 1.310177e-05, 0.0004191727, 0.07180015, 0.1869138, 0.001977697, 0.0006896076, 0.002094479, 19.22327, 1, 1
2, 1.080381, -0.004285458, , 0.07769843, 1995.262, 0.0002387849, -0.0003396025, 0.06782038, -0.1884563, 0.001999101, 0.0005476342, 0.002072754, 15.31978, 1, 1
3, 1.080536, 0.001565173, , 0.0792636, 1584.893, -0.0003248453, -0.0002503301, -0.1809418, -0.08595151, 0.002000976, 0.0004329749, 0.002047284, 12.20954, 1, 1
3, 1.080536, 0.001565173, , 0.0792636, 1258.925, 0.0004002954, -6.439351e-05, 0.1896206, -0.06445953, 0.001995837, 0.0003388727, 0.002024401, 9.636335, 1, 1
3, 1.080536, 0.001565173, , 0.0792636, 999.9998, 0.0004018615, 2.228762e-05, 0.1997158, -0.01533416, 0.001991856, 0.0002645312, 0.002009345, 7.564976, 1, 1
3, 1.080536, 0.001565173, , 0.0792636, 794.328, -0.0003882048, 0.0001136746, -0.1856263, 0.07531372, 0.002009064, 0.0002027489, 0.002019268, 5.762614, 1, 1
3, 1.080536, 0.001565173, , 0.0792636, 630.9572, -1.247692e-05, 0.0004041935, 0.008800397, 0.2000802, 0.002013519, 0.0001509228, 0.002019167, 4.286577, 1, 1
4, 1.080536, -0.0003954945, , 0.07886811, 501.1871, -0.000389746, -0.0001036405, -0.1961696, -0.04038668, 0.002010341, 0.0001144395, 0.002013596, 3.258069, 1, 1
4, 1.080536, -0.0003954945, , 0.07886811, 398.107, -0.0003938369, 8.897766e-05, -0.193655, 0.0511424, 0.002014542, 7.255612e-05, 0.002015848, 2.062684, 1, 1
4, 1.080536, -0.0003954945, , 0.07886811, 316.2276, 0.000399505, -5.780975e-05, 0.1974635, -0.03332772, 0.00201519, 4.736036e-05, 0.002015747, 1.346299, 1, 1
4, 1.080536, -0.0003954945, , 0.07886811, 251.1885, 5.171933e-07, 0.0004043218, 0.002441152, 0.2002623, 0.002018693, 2.202483e-05, 0.002018813, 0.6250976, 1, 1
4, 1.080536, -0.0003954945, , 0.07886811, 199.5261, -0.0001586122, 0.000375658, -0.078267, 0.1843632, 0.002035911, -3.972887e-06, 0.002035915, -0.1118072, 1, 1
4, 1.080536, -0.0003954945, , 0.07886811, 158.4892, 0.0002726301, 0.0003034656, 0.1327882, 0.1498799, 0.002037212, -1.409374e-05, 0.00203726, -0.3963746, 1, 1
4, 1.080536, -0.0003954945, , 0.07886811, 125.8925, 0.0001857516, -0.000364439, 0.09293638, -0.1774043, 0.002042315, -2.285055e-05, 0.002042443, -0.6410303, 1, 1
5, 1.080381, 0.0005769962, , 0.0794451, 99.99994, 0.0003199192, -0.0002558454, 0.159278, -0.121452, 0.002044588, -4.725144e-05, 0.002045134, -1.323898, 1, 1
5, 1.080381, 0.0005769962, , 0.0794451, 79.43277, 0.0002221236, -0.0003435235, 0.1133094, -0.1650887, 0.00204225, -5.62274e-05, 0.002043024, -1.577073, 1, 1
5, 1.080381, 0.0005769962, , 0.0794451, 63.09569, -7.98114e-05, -0.0003993903, -0.03158811, -0.1977339, 0.002032448, -7.894546e-05, 0.002033981, -2.224395, 1, 1
5, 1.080381, 0.0005769962, , 0.0794451, 50.11869, 6.832572e-05, -0.0004088207, 0.04180922, -0.1958664, 0.002067501, -9.248593e-05, 0.002069569, -2.561316, 1, 1
5, 1.080381, 0.0005769962, , 0.0794451, 39.81069, -5.404205e-05, 0.0004116729, -0.03589892, 0.1969961, 0.00207097, -0.0001030657, 0.002073533, -2.84908, 1, 1
5, 1.080381, 0.0005769962, , 0.0794451, 31.62275, 7.556016e-05, 0.0004115451, 0.02426209, 0.1987936, 0.002085537, -0.0001255607, 0.002089313, -3.44536, 1, 1
6, 1.080381, -0.007391155, , 0.07205395, 25.11885, 0.0003342704, -0.0002557936, 0.1666995, -0.1110169, 0.002097053, -0.0001378835, 0.002101582, -3.761844, 1, 1
6, 1.080381, -0.007391155, , 0.07205395, 19.95261, 0.0002446578, 0.000347966, 0.1026246, 0.1719234, 0.002118547, -0.0001584584, 0.002124465, -4.277518, 1, 1
6, 1.080381, -0.007391155, , 0.07205395, 15.84892, 0.0002827004, 0.0003217525, 0.119154, 0.1609326, 0.002131466, -0.0001785078, 0.002138928, -4.787283, 1, 1
6, 1.080381, -0.007391155, , 0.07205395, 12.58924, 0.0004299181, -5.729305e-05, 0.2001003, -0.008408971, 0.002156737, -0.0001956875, 0.002165596, -5.184429, 1, 1
6, 1.080381, -0.007391155, , 0.07205395, 9.999991, -0.0003287862, -0.0002881979, -0.1361276, -0.1468596, 0.002171692, -0.0002257873, 0.002183398, -5.935623, 1, 1
7, 1.080692, -0.01200264, , 0.0600513, 7.943275, 0.0003416594, 0.0002859584, 0.1394248, 0.1437818, 0.002212564, -0.000230719, 0.00222456, -5.953104, 1, 1
7, 1.080692, -0.01200264, , 0.0600513, 6.309568, -0.0004406703, -9.227134e-05, -0.1895001, -0.06488921, 0.00223062, -0.0002768959, 0.00224774, -7.076161, 1, 1
7, 1.080692, -0.01200264, , 0.0600513, 5.011868, 0.0002728103, -0.0003654771, 0.1409821, -0.1422383, 0.002255084, -0.0003171878, 0.002277282, -8.006387, 1, 1
7, 1.080692, -0.01200264, , 0.0600513, 3.981068, 0.0003759924, 0.0002792249, 0.1412953, 0.1419722, 0.00231224, -0.0003471374, 0.002338152, -8.538071, 1, 1
8, 1.080692, 0.03842571, , 0.09847701, 3.162275, -0.0001235308, 0.0004594053, -0.0825958, 0.1824899, 0.002343696, -0.0003838498, 0.002374922, -9.301306, 1, 1
8, 1.080692, 0.03842571, , 0.09847701, 2.511884, -0.00046758, 0.0001261043, -0.1995101, 0.01746086, 0.002380724, -0.0004237118, 0.002418136, -10.09161, 1, 1
9, 1.080536, -0.02902123, , 0.06945578, 1.99526, -0.0004267078, -0.0002531728, -0.149772, -0.1330113, 0.002432075, -0.0004695177, 0.002476981, -10.92666, 1, 1
9, 1.080536, -0.02902123, , 0.06945578, 1.584892, -0.0002196313, -0.0004545076, -0.04743223, -0.1946113, 0.002464147, -0.0005279821, 0.002520077, -12.09366, 1, 1
10, 1.080848, 0.05357775, , 0.1230335, 1.258924, 6.735349e-06, -0.0005153167, 0.04834058, -0.1943578, 0.002505036, -0.000588397, 0.002573211, -13.21834, 1, 1
11, 1.080848, 0.0006397376, , 0.1236733, 0.999999, 0.0002149113, -0.0004770441, 0.1260752, -0.1556586, 0.00252591, -0.0006651944, 0.00261203, -14.75377, 1, 1
12, 1.080692, -0.06732482, , 0.05634844, 0.794327, 0.0003420562, -0.0004086568, 0.1676656, -0.1096062, 0.002545587, -0.0007732331, 0.002660433, -16.89638, 1, 1
13, 1.08116, 0.04479396, , 0.1011424, , , , , , , , , , 1, 1
14, 1.080848, 0.06142041, , 0.1625628, 0.630957, 0.0004299358, -0.0003394523, 0.1896907, -0.06426176, 0.002576991, -0.0009164932, 0.002735113, -19.57766, 1, 1
15, 1.080692, -0.1131731, , 0.04938975, , , , , , , , , , 1, 1
16, 1.081004, 0.1146408, , 0.1640305, 0.501187, 0.0004911983, -0.000275609, 0.1990832, -0.02215819, 0.002589309, -0.001096198, 0.002811791, -22.94563, 1, 1
17, 1.08116, -0.05065131, , 0.1133792, , , , , , , , , , 1, 1
18, 1.080381, -0.08586489, , 0.02751431, , , , , , , , , , 1, 1
19, 1.081627, 0.2120153, , 0.2395296, 0.398107, 0.0005404063, -0.0002402813, 0.1999394, 0.01212733, 0.002620316, -0.001360706, 0.002952554, -27.44243, 1, 1
20, 1.080536, -0.1836316, , 0.05589804, , , , , , , , , , 1, 1
21, 1.080069, -0.06846985, , -0.01257181, , , , , , , , , , 1, 1
22, 1.081472, 0.2448447, , 0.2322729, 0.316227, 0.0005808159, -0.0002290253, 0.1970652, 0.03573165, 0.002649497, -0.001642584, 0.003117357, -31.79729, 1, 1
23, 1.081004, -0.04257337, , 0.1896996, , , , , , , , , , 1, 1
24, 1.079913, -0.2526627, , -0.06296318, , , , , , , , , , 1, 1
25, 1.080381, 0.04521747, , -0.01774571, , , , , , , , , , 1, 1
26, 1.081783, 0.2555892, , 0.2378435, 0.251188, 0.0006317848, -0.0002494923, 0.1928849, 0.05404199, 0.002701018, -0.002050242, 0.003391016, -37.20077, 1, 1
27, 1.081627, 0.0253912, , 0.2632347, , , , , , , , , , 1, 1
28, 1.080536, -0.2442554, , 0.01897928, , , , , , , , , , 1, 1
29, 1.079913, -0.1785025, , -0.1595232, , , , , , , , , , 1, 1
30, 1.080692, 0.1320829, , -0.02744034, , , , , , , , , , 1, 1
31, 1.081783, 0.2626947, , 0.2352543, 0.199526, 0.0006897985, -0.0002840094, 0.1881922, 0.06863049, 0.002749383, -0.002511798, 0.003724008, -42.41439, 1, 1
32, 1.081783, 0.08772473, , 0.322979, , , , , , , , , , 1, 1
33, 1.081004, -0.1691854, , 0.1537936, , , , , , , , , , 1, 1
34, 1.079913, -0.2723478, , -0.1185542, , , , , , , , , , 1, 1
35, 1.079757, -0.1274624, , -0.2460166, , , , , , , , , , 1, 1
36, 1.080381, 0.1331495, , -0.1128671, , , , , , , , , , 1, 1
37, 1.081472, 0.2717451, , 0.158878, 0.158489, 0.0007617586, -0.0003491239, 0.1837317, 0.07970397, 0.002795624, -0.003112943, 0.004184008, -48.07411, 1, 1
38, 1.082095, 0.1855542, , 0.3444321, , , , , , , , , , 1, 1
39, 1.081783, -0.0156887, , 0.3287434, , , , , , , , , , 1, 1
40, 1.080848, -0.2079125, , 0.1208309, , , , , , , , , , 1, 1
41, 1.079601, -0.2771632, , -0.1563323, , , , , , , , , , 1, 1
42, 1.07929, -0.1820317, , -0.338364, , , , , , , , , , 1, 1
43, 1.079601, 0.02081108, , -0.3175529, , , , , , , , , , 1, 1
44, 1.080381, 0.2109017, , -0.1066513, , , , , , , , , , 1, 1
45, 1.081627, 0.2754782, , 0.1688269, 0.125892, 0.000857852, -0.0004437676, 0.1795767, 0.08873979, 0.002858004, -0.003883502, 0.004821802, -53.64935, 1, 1
46, 1.082095, 0.1941811, , 0.3630081, , , , , , , , , , 1, 1
47, 1.082095, 0.03888059, , 0.4018886, , , , , , , , , , 1, 1
48, 1.081472, -0.1314465, , 0.2704422, , , , , , , , , , 1, 1
49, 1.080381, -0.2518785, , 0.01856368, , , , , , , , , , 1, 1
50, 1.079601, -0.2762221, , -0.2576585, , , , , , , , , , 1, 1
51, 1.078978, -0.1952858, , -0.4529443, , , , , , , , , , 1, 1
52, 1.079134, -0.04006371, , -0.493008, , , , , , , , , , 1, 1
53, 1.079913, 0.1303575, , -0.3626505, , , , , , , , , , 1, 1
54, 1.080848, 0.2506483, , -0.1120022, , , , , , , , , , 1, 1
55, 1.081783, 0.2751802, , 0.163178, 0.1, 0.0009728814, -0.0005625113, 0.175471, 0.09661253, 0.002900177, -0.00480253, 0.005610287, -58.87284, 1, 1
56, 1.082407, 0.2063372, , 0.3695152, , , , , , , , , , 1, 1
57, 1.082562, 0.0897795, , 0.4592947, , , , , , , , , , 1, 1
58, 1.082251, -0.04891024, , 0.4103845, , , , , , , , , , 1, 1
59, 1.081316, -0.1758046, , 0.2345799, , , , , , , , , , 1, 1
60, 1.080536, -0.2598937, , -0.02531381, , , , , , , , , , 1, 1
61, 1.079601, -0.2807238, , -0.3060376, , , , , , , , , , 1, 1
62, 1.078822, -0.2332286, , -0.5392662, , , , , , , , , , 1, 1
63, 1.078511, -0.1289682, , -0.6682344, , , , , , , , , , 1, 1
64, 1.078822, 0.006725648, , -0.6615088, , , , , , , , , , 1, 1
65, 1.079446, 0.1404588, , -0.52105, , , , , , , , , , 1, 1
66, 1.080381, 0.2398882, , -0.2811618, , , , , , , , , , 1, 1
67, 1.08116, 0.28067, , -0.0004917264, , , , , , , , , , 1, 1
68, 1.082095, 0.2535344, , 0.2530427, 0.079433, 0.001124681, -0.0007328765, 0.1723668, 0.1019763, 0.002969912, -0.006008914, 0.006702793, -63.69906, 1, 1
69, 1.082562, 0.1819152, , 0.4349579, , , , , , , , , , 1, 1
70, 1.082718, 0.08449355, , 0.5194514, , , , , , , , , , 1, 1
71, 1.082407, -0.0262763, , 0.4931751, , , , , , , , , , 1, 1
72, 1.081939, -0.132968, , 0.3602072, , , , , , , , , , 1, 1
73, 1.081004, -0.2191275, , 0.1410796, , , , , , , , , , 1, 1
74, 1.080069, -0.2713283, , -0.1302487, , , , , , , , , , 1, 1
75, 1.07929, -0.2816963, , -0.411945, , , , , , , , , , 1, 1
76, 1.078822, -0.2481924, , -0.6601374, , , , , , , , , , 1, 1
77, 1.078355, -0.1765732, , -0.8367106, , , , , , , , , , 1, 1
78, 1.078355, -0.0774105, , -0.9141211, , , , , , , , , , 1, 1
79, 1.078511, 0.03359463, , -0.8805265, , , , , , , , , , 1, 1
80, 1.079134, 0.1392981, , -0.7412284, , , , , , , , , , 1, 1
81, 1.079913, 0.2232147, , -0.5180137, , , , , , , , , , 1, 1
82, 1.080848, 0.2724666, , -0.2455471, , , , , , , , , , 1, 1
83, 1.081627, 0.279525, , 0.03397795, , , , , , , , , , 1, 1
84, 1.082251, 0.2440291, , 0.2780071, 0.063096, 0.001313085, -0.000953898, 0.1697779, 0.1062867, 0.003029457, -0.007515048, 0.008102688, -68.04471, 1, 1
85, 1.082718, 0.1850993, , 0.4631063, , , , , , , , , , 1, 1
86, 1.08303, 0.1096999, , 0.5728062, , , , , , , , , , 1, 1
87, 1.08303, 0.02347759, , 0.5962838, , , , , , , , , , 1, 1
88, 1.082874, -0.06516025, , 0.5311236, , , , , , , , , , 1, 1
89, 1.082095, -0.1473985, , 0.3837251, , , , , , , , , , 1, 1
90, 1.08116, -0.2152532, , 0.1684719, , , , , , , , , , 1, 1
91, 1.080536, -0.2620269, , -0.09355506, , , , , , , , , , 1, 1
92, 1.079601, -0.2829198, , -0.3764748, , , , , , , , , , 1, 1
93, 1.078666, -0.2762221, , -0.652697, , , , , , , , , , 1, 1
94, 1.078043, -0.2422791, , -0.894976, , , , , , , , , , 1, 1
95, 1.077576, -0.1847139, , -1.07969, , , , , , , , , , 1, 1
96, 1.077264, -0.108938, , -1.188628, , , , , , , , , , 1, 1
97, 1.07742, -0.02244908, , -1.211077, , , , , , , , , , 1, 1
98, 1.077731, 0.06615739, , -1.14492, , , , , , , , , , 1, 1
99, 1.078355, 0.1481446, , -0.996775, , , , , , , , , , 1, 1
100, 1.078978, 0.2154818, , -0.7812932, , , , , , , , , , 1, 1
101, 1.079757, 0.2615496, , -0.5197436, , , , , , , , , , 1, 1
102, 1.080692, 0.2819405, , -0.237803, , , , , , , , , , 1, 1
103, 1.081627, 0.2745685, , 0.03676546, , , , , , , , , , 1, 1
104, 1.082251, 0.2409548, , 0.2777202, 0.050119, 0.001546382, -0.001231051, 0.1676397, 0.1096517, 0.003096406, -0.009368766, 0.009867194, -71.71112, 1, 1
105, 1.08303, 0.1943536, , 0.4720739, , , , , , , , , , 1, 1
106, 1.083342, 0.1374002, , 0.6094741, , , , , , , , , , 1, 1
107, 1.083497, 0.07167862, , 0.6811527, , , , , , , , , , 1, 1
108, 1.083342, 0.001518117, , 0.6826708, , , , , , , , , , 1, 1
109, 1.08303, -0.06883062, , 0.6138402, , , , , , , , , , 1, 1
110, 1.082562, -0.1348816, , 0.4789586, , , , , , , , , , 1, 1
111, 1.081939, -0.1926193, , 0.2863393, , , , , , , , , , 1, 1
112, 1.081004, -0.2382793, , 0.04806001, , , , , , , , , , 1, 1
113, 1.080381, -0.2692735, , -0.2212135, , , , , , , , , , 1, 1
114, 1.079601, -0.2834374, , -0.5046509, , , , , , , , , , 1, 1
115, 1.078822, -0.2800964, , -0.7847473, , , , , , , , , , 1, 1
116, 1.077887, -0.2592819, , -1.044029, , , , , , , , , , 1, 1
117, 1.07742, -0.2223587, , -1.266388, , , , , , , , , , 1, 1
118, 1.076952, -0.1717421, , -1.43813, , , , , , , , , , 1, 1
119, 1.076796, -0.1103497, , -1.54848, , , , , , , , , , 1, 1
120, 1.076796, -0.04213418, , -1.590614, , , , , , , , , , 1, 1
121, 1.076952, 0.02871649, , -1.561897, , , , , , , , , , 1, 1
122, 1.077264, 0.09763786, , -1.46426, , , , , , , , , , 1, 1
123, 1.077731, 0.1604576, , -1.303802, , , , , , , , , , 1, 1
124, 1.078666, 0.2131447, , -1.090657, , , , , , , , , , 1, 1
125, 1.079446, 0.2527815, , -0.8378757, , , , , , , , , , 1, 1
126, 1.080069, 0.2765448, , -0.5613309, , , , , , , , , , 1, 1
127, 1.08116, 0.2830699, , -0.278261, , , , , , , , , , 1, 1
128, 1.081939, 0.271902, , -0.006359011, , , , , , , , , , 1, 1
129, 1.082718, 0.2439507, , 0.2375917, 0.039811, 0.00184262, -0.001593386, 0.1659783, 0.1120817, 0.003172328, -0.01174218, 0.01216316, -74.8816, 1, 1
130, 1.083186, 0.2078744, , 0.4454661, , , , , , , , , , 1, 1
131, 1.083653, 0.1657906, , 0.6112567, , , , , , , , , , 1, 1
132, 1.083965, 0.1171347, , 0.7283915, , , , , , , , , , 1, 1
133, 1.084121, 0.06374185, , 0.7921333, , , , , , , , , , 1, 1
134, 1.084121, 0.007870678, , 0.8000039, , , , , , , , , , 1, 1
135, 1.083965, -0.04834557, , 0.7516584, , , , , , , , , , 1, 1
136, 1.083497, -0.1026168, , 0.6490416, , , , , , , , , , 1, 1
137, 1.08303, -0.1529197, , 0.4961219, , , , , , , , , , 1, 1
138, 1.082407, -0.1973092, , 0.2988127, , , , , , , , , , 1, 1
139, 1.081627, -0.233856, , 0.06495661, , , , , , , , , , 1, 1
140, 1.080848, -0.2612583, , -0.1963017, , , , , , , , , , 1, 1
141, 1.080069, -0.2783553, , -0.474657, , , , , , , , , , 1, 1
142, 1.078978, -0.2846295, , -0.7592865, , , , , , , , , , 1, 1
143, 1.078199, -0.2795788, , -1.038865, , , , , , , , , , 1, 1
144, 1.07742, -0.2636425, , -1.302508, , , , , , , , , , 1, 1
145, 1.07664, -0.2373696, , -1.539877, , , , , , , , , , 1, 1
146, 1.076017, -0.2017638, , -1.741641, , , , , , , , , , 1, 1
147, 1.075705, -0.1581743, , -1.899815, , , , , , , , , , 1, 1
148, 1.075394, -0.1084047, , -2.00822, , , , , , , , , , 1, 1
149, 1.075238, -0.05446285, , -2.062683, , , , , , , , , , 1, 1
150, 1.075394, 0.001643599, , -2.061039, , , , , , , , , , 1, 1
151, 1.075861, 0.05767162, , -2.003368, , , , , , , , , , 1, 1
152, 1.076329, 0.1114096, , -1.891958, , , , , , , , , , 1, 1
153, 1.076796, 0.16074, , -1.731218, , , , , , , , , , 1, 1
154, 1.077576, 0.2036864, , -1.527532, , , , , , , , , , 1, 1
155, 1.078511, 0.2386177, , -1.288914, , , , , , , , , , 1, 1
156, 1.07929, 0.2641377, , -1.024776, , , , , , , , , , 1, 1
157, 1.080069, 0.2792427, , -0.7455338, , , , , , , , , , 1, 1
158, 1.081004, 0.2833679, , -0.4621658, , , , , , , , , , 1, 1
159, 1.081783, 0.2763252, , -0.1858406, , , , , , , , , , 1, 1
160, 1.082562, 0.2583812, , 0.0725406, , , , , , , , , , 1, 1
161, 1.083186, 0.2311985, , 0.3037391, 0.031623, 0.002217709, -0.00204682, 0.1645651, 0.1141674, 0.003272455, -0.01470802, 0.01506768, -77.45632, 1, 1
162, 1.083497, 0.2017571, , 0.5054962, , , , , , , , , , 1, 1
163, 1.084121, 0.1678297, , 0.673326, , , , , , , , , , 1, 1
164, 1.084432, 0.1297928, , 0.8031188, , , , , , , , , , 1, 1
165, 1.084432, 0.08846194, , 0.8915807, , , , , , , , , , 1, 1
166, 1.084588, 0.04502924, , 0.9366099, , , , , , , , , , 1, 1
167, 1.084432, 0.0002632895, , 0.9368732, , , , , , , , , , 1, 1
168, 1.084121, -0.04433012, , 0.8925431, , , , , , , , , , 1, 1
169, 1.083965, -0.08801378, , 0.8045293, , , , , , , , , , 1, 1
170, 1.083497, -0.1293446, , 0.6751847, , , , , , , , , , 1, 1
171, 1.08303, -0.1676796, , 0.5075051, , , , , , , , , , 1, 1
172, 1.082562, -0.2017011, , 0.305804, , , , , , , , , , 1, 1
173, 1.081783, -0.2307347, , 0.07506929, , , , , , , , , , 1, 1
174, 1.080848, -0.2540901, , -0.1790208, , , , , , , , , , 1, 1
175, 1.080225, -0.2711087, , -0.4501295, , , , , , , , , , 1, 1
176, 1.07929, -0.2813983, , -0.7315278, , , , , , , , , , 1, 1
177, 1.078511, -0.284802, , -1.01633, , , , , , , , , , 1, 1
178, 1.077731, -0.2810689, , -1.297399, , , , , , , , , , 1, 1
179, 1.076796, -0.2703087, , -1.567707, , , , , , , , , , 1, 1
180, 1.076173, -0.2529608, , -1.820668, , , , , , , , , , 1, 1
181, 1.07555, -0.2292759, , -2.049944, , , , , , , , , , 1, 1
182, 1.074926, -0.1998502, , -2.249794, , , , , , , , , , 1, 1
183, 1.074459, -0.1655935, , -2.415388, , , , , , , , , , 1, 1
184, 1.074147, -0.127133, , -2.542521, , , , , , , , , , 1, 1
185, 1.073835, -0.08555119, , -2.628072, , , , , , , , , , 1, 1
186, 1.07368, -0.04188321, , -2.669955, , , , , , , , , , 1, 1
187, 1.073991, 0.002835685, , -2.66712, , , , , , , , , , 1, 1
188, 1.074147, 0.04749184, , -2.619628, , , , , , , , , , 1, 1
189, 1.074459, 0.09094021, , -2.528687, , , , , , , , , , 1, 1
190, 1.075082, 0.1320201, , -2.396667, , , , , , , , , , 1, 1
